epoch,label_percent,labeled_samples,unlabeled_samples,loss,sup_loss,lv_loss,dice,iou,val_loss,val_sup_loss,val_lv_loss,val_dice,val_iou,train_pseudo_valid_ratio,epi_bank_size
26,50.0,1092,1091,0.1538530285869326,0.15369938228811536,0.00015364656657246607,0.6923373540242513,0.5809821883837382,0.7869074625127456,0.7869074625127456,0.0,8.628007876781646e-09,8.628007876781646e-09,0.012008302068560234,1091
27,50.0,1092,1091,0.1523625854934965,0.15219157125268665,0.00017101389156388386,0.6475267112255096,0.5379803677399954,0.776443155372844,0.776443155372844,0.0,8.628007876781646e-09,8.628007876781646e-09,0.08653768769332341,1091
28,50.0,1092,1091,0.14394821992942264,0.14337425913129534,0.0005739616421383939,0.5854391058286031,0.47690582275390625,0.7657957217272591,0.7657957217272591,0.0,8.628007876781646e-09,8.628007876781646e-09,0.11242191450936453,1091
29,50.0,1092,1091,0.14551956653594972,0.1442752331495285,0.0012443334562703967,0.6276356975237528,0.5113177100817362,0.7519486055654638,0.7519486055654638,0.0,8.628007876781646e-09,8.628007876781646e-09,0.12575765081814358,1091
30,50.0,1092,1091,0.14285573320729392,0.14061139694281988,0.002244335612548249,0.7810045878092448,0.665459156036377,0.7376277306500603,0.7376277306500603,0.0,8.628007876781646e-09,8.628007876781646e-09,0.14672639455114092,1091
31,50.0,1092,1091,0.1518577482019152,0.14436408153602054,0.007493667104946715,0.6911693811416626,0.574941615263621,0.7259224548059351,0.7259224548059351,0.0,8.628007876781646e-09,8.628007876781646e-09,0.24858888898577008,1091
32,50.0,1092,1091,0.15903951014791215,0.14498400688171387,0.014055503053324564,0.7219929893811544,0.6075860857963562,0.7147861158146578,0.7147861158146578,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3130970324788775,1091
33,50.0,1092,1091,0.1458111292549542,0.13588775907244002,0.009923370448606354,0.7141510844230652,0.5861768225828806,0.7034474821651683,0.7034474821651683,0.0,8.628007876781646e-09,8.628007876781646e-09,0.31426168509892055,1091
34,50.0,1092,1091,0.1374774892415319,0.12858859045164925,0.008888898896319525,0.7487033208211263,0.6358484427134196,0.692076935487635,0.692076935487635,0.0,8.628007876781646e-09,8.628007876781646e-09,0.31428482362202237,1091
35,50.0,1092,1091,0.13765657246112822,0.12864696170602527,0.009009611606597901,0.754966139793396,0.6398584445317587,0.6825019612031824,0.6825019612031824,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
36,50.0,1092,1091,0.13231799006462097,0.124025054701737,0.008292935043573379,0.7001071770985922,0.5864112575848898,0.6737167905358707,0.6737167905358707,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
37,50.0,1092,1091,0.13059354509626117,0.12177531634058271,0.008818228862115316,0.7590298652648926,0.6525757710138956,0.665526270866394,0.665526270866394,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
38,50.0,1092,1091,0.13336959247078214,0.12610058380024775,0.007269009043063436,0.6460106372833252,0.5305085480213165,0.6598251146428725,0.6598251146428725,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
39,50.0,1092,1091,0.12353668000016893,0.11615984439849854,0.007376835468624319,0.763037919998169,0.6494048039118449,0.6534437081393074,0.6534437081393074,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
40,50.0,1092,1091,0.11978963549648013,0.11254495765481676,0.007244677761835711,0.7427385052045187,0.6438700358072916,0.6484264380791608,0.6484264380791608,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
41,50.0,1092,1091,0.11893743085009711,0.11138091662100383,0.007556514548403876,0.7200759450594584,0.611523965994517,0.6434111525030697,0.6434111525030697,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
42,50.0,1092,1091,0.11963587935481752,0.11051997776542391,0.009115901536175183,0.7570480902989706,0.6410584052403768,0.637616729035097,0.637616729035097,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
43,50.0,1092,1091,0.11563068862472262,0.1086435501064573,0.006987138438437666,0.7742948532104492,0.655189573764801,0.6328988776487463,0.6328988776487463,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
44,50.0,1092,1091,0.11615300881011145,0.10901071088654654,0.007142297471208232,0.7670063575108846,0.6487451394399008,0.6290073675267837,0.6290073675267837,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
45,50.0,1092,1091,0.11465631872415542,0.10780294984579086,0.006853367920432772,0.785191555817922,0.6764457027117411,0.6263659701627844,0.6263659701627844,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
46,50.0,1092,1091,0.11447071518216814,0.1085717260837555,0.0058989893112863815,0.7713049451510111,0.6643285552660624,0.6247531736598295,0.6247531736598295,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
47,50.0,1092,1091,0.1105487027338573,0.10403358595711844,0.006515116750129632,0.7289221882820129,0.6293222308158875,0.6238366260248072,0.6238366260248072,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
48,50.0,1092,1091,0.1088581389614514,0.1027580127120018,0.006100126329277243,0.811558465162913,0.6991905172665914,0.6228833584224477,0.6228833584224477,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
49,50.0,1092,1091,0.11039138095719474,0.10348871350288391,0.006902667587356908,0.7681915958722433,0.6633200645446777,0.6224898766068852,0.6224898766068852,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142843621117728,1091
50,50.0,1092,1091,0.10993072390556335,0.10377387851476669,0.006156845656888826,0.8277866641680399,0.7276812791824341,0.6220361765693215,0.6220361765693215,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142857142857143,1091
51,50.0,1092,1091,0.10645006746053695,0.10110714563301632,0.005342921854129859,0.7524137298266093,0.6671447157859802,0.6215386250439812,0.6215386250439812,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142856240272522,1091
52,50.0,1092,1091,0.10157816324915205,0.09607103147677012,0.005507131719163486,0.8467485109965006,0.7449984550476074,0.620895175372853,0.620895175372853,0.0,8.628007876781646e-09,8.628007876781646e-09,0.31428512675421577,1091
53,50.0,1092,1091,0.10109946727752686,0.09559688078505653,0.005502586851694754,0.800319234530131,0.6889944275220236,0.6202846485025743,0.6202846485025743,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142756376947675,1091
54,50.0,1092,1091,0.09772144343171801,0.09363192979778562,0.004089513434363263,0.8123600085576376,0.7063136696815491,0.619584858417511,0.619584858417511,0.0,8.628007876781646e-09,8.628007876781646e-09,0.3142785208565848,1091
55,50.0,1092,1091,0.09695490428379604,0.09342207568032401,0.0035328282309429987,0.7869674762090048,0.6824968059857687,0.6185273002175724,0.6185273002175724,0.0,5.805270930686286e-05,2.914567210371748e-05,0.31423015594482423,1091
56,50.0,1092,1091,0.10372691282204219,0.09825410779033389,0.005472804685788495,0.7316544850667318,0.6225204666455587,0.6167625153765959,0.6167625153765959,0.0,0.00017965823717307615,9.055669930272337e-05,0.3142188889639718,1091
57,50.0,1092,1091,0.09541051366499492,0.09187484681606292,0.0035356669021504267,0.7796664039293925,0.6703109741210938,0.6136958458844353,0.6136958458844353,0.0,0.001080596631926448,0.0005543898723000736,0.31417376143591746,1091
58,50.0,1092,1091,0.09304440787860326,0.0906237040247236,0.0024207035744828838,0.8352797826131185,0.7347711324691772,0.6095278333215153,0.6095278333215153,0.0,0.008864825560065312,0.004776215121983164,0.3141231894493103,1091
59,50.0,1092,1091,0.09275482105357306,0.09092508724757603,0.0018297338159754873,0.8142667611440023,0.7058062156041464,0.6037855463869432,0.6037855463869432,0.0,0.024577873737863975,0.014967474079236605,0.3140471373285566,1091
60,50.0,1092,1091,0.09187847269432885,0.09021036263023104,0.0016681100108793803,0.7895354827245077,0.692405084768931,0.5963275117032668,0.5963275117032668,0.0,0.04008703659672071,0.02659790071330088,0.3138917735644749,1091
61,50.0,1092,1091,0.09107107349804469,0.08970256873539516,0.0013685049588925073,0.7982271512349447,0.6920711199442545,0.5884623702834634,0.5884623702834634,0.0,0.052769864306730384,0.03689818478682462,0.31397314582552227,1091
62,50.0,1092,1091,0.09087782800197601,0.08864565363952091,0.0022321744090212244,0.7832121054331461,0.6642424066861471,0.5802467009600472,0.5802467009600472,0.0,0.06262849205557038,0.04500774261267746,0.31379764080047606,1091
63,50.0,1092,1091,0.08911864544664111,0.08765744077307837,0.001461204660258123,0.8066907127698263,0.6986496448516846,0.5710342561497408,0.5710342561497408,0.0,0.07595799994819305,0.05517927184700966,0.3136973534311567,1091
64,50.0,1092,1091,0.08979422875813076,0.08867700036082948,0.0011172283440828324,0.7907808423042297,0.6974186102549235,0.5613529997713426,0.5613529997713426,0.0,0.08872631630476784,0.06449003210839103,0.3136196051325117,1091
65,50.0,1092,1091,0.08551961183547974,0.08448252486331122,0.0010370872582175902,0.823772112528483,0.7304234306017557,0.550085623474682,0.550085623474682,0.0,0.10370094109984006,0.0750919602373067,0.3133936320032392,1091
66,50.0,1092,1091,0.08432446335043225,0.08324402783598218,0.001080435304902494,0.8251205682754517,0.7291919787724813,0.5372999485801248,0.5372999485801248,0.0,0.1253933880259009,0.08951300207306356,0.3134147371564593,1091
67,50.0,1092,1091,0.08245485318558557,0.08145459422043391,0.001000259048305452,0.7887748877207438,0.6873052914937338,0.5218200753716862,0.5218200753716862,0.0,0.15009352652465596,0.10712953919873518,0.3134489229747227,1091
68,50.0,1092,1091,0.08393644669226237,0.08294499112027032,0.0009914555719920566,0.8236540158589681,0.7190245191256205,0.506450330509859,0.506450330509859,0.0,0.1755838814903708,0.12607608384945812,0.31340995005198885,1091
69,50.0,1092,1091,0.08240824256624495,0.08147094675472805,0.0009372955653816461,0.8302068909009298,0.7318978706995646,0.49126271640553193,0.49126271640553193,0.0,0.1973357542472727,0.14309743485030005,0.31337078639439175,1091
70,50.0,1092,1091,0.0815508708357811,0.08072612860373088,0.0008247421422441091,0.831980029741923,0.7339394489924113,0.47458768066237955,0.47458768066237955,0.0,0.22281937038197236,0.16342909458805532,0.31324647494724817,1091
71,50.0,1092,1091,0.08113778957298824,0.08007653313023703,0.001061256549188069,0.77644944190979,0.6891334255536398,0.4589436843114741,0.4589436843114741,0.0,0.24772974673439474,0.18464445191271164,0.31330051592418123,1091
72,50.0,1092,1091,0.08042280099221638,0.07970575243234634,0.0007170483004301786,0.8257284561793009,0.7350677649180094,0.44357412702897014,0.44357412702897014,0.0,0.2685060501098633,0.2033892449210672,0.3134092739650181,1091
73,50.0,1092,1091,0.08764585139495985,0.08680755336369787,0.00083829770862524,0.8015120228131613,0.6865074237187704,0.43008654959061565,0.43008654959061565,0.0,0.28535821507958803,0.2186124465044807,0.3130811265536717,1091
74,50.0,1092,1091,0.08067247686641557,0.0798961229622364,0.000776353947419141,0.7388732035954794,0.6460158030192057,0.4166792806457071,0.4166792806457071,0.0,0.3006289040341097,0.23218994982102337,0.31324355261666437,1091
75,50.0,1092,1091,0.07897055617400578,0.0780367129615375,0.0009338431326406342,0.7688976724942526,0.6791242162386576,0.40514733510858875,0.40514733510858875,0.0,0.3163989887518041,0.24596870120833902,0.31319260937826976,1091
76,50.0,1092,1091,0.07729253034506525,0.07654134577938489,0.0007511848716863565,0.8461598555246989,0.7472097078959147,0.3945909107432646,0.3945909107432646,0.0,0.33301961246658773,0.259703608120189,0.3134254506656102,1091
77,50.0,1092,1091,0.07607745432427951,0.07536002642342023,0.0007174281902345164,0.8332131703694662,0.7322837909062704,0.38451604632770314,0.38451604632770314,0.0,0.3486097314778496,0.2725903374307296,0.31308733565466745,1091
78,50.0,1092,1091,0.07598995630230222,0.07536463077579225,0.0006253255065530539,0.8488381306330363,0.7571832140286764,0.375174368129057,0.375174368129057,0.0,0.36415403555421266,0.28535588348613067,0.31316388845443727,1091
79,50.0,1092,1091,0.07447729259729385,0.07399367136614664,0.00048362102658886994,0.8214050531387329,0.7213135957717896,0.36637212248409495,0.36637212248409495,0.0,0.37925989136976357,0.2978784284170936,0.31332379068647115,1091
80,50.0,1092,1091,0.0738950500530856,0.07340331939714295,0.0004917305445165507,0.8492917021115621,0.7568547328313192,0.3580184000379899,0.3580184000379899,0.0,0.39160017932162566,0.3079472394550548,0.3132401023592268,1091
81,50.0,1092,1091,0.07424804493784905,0.07371596129877227,0.0005320836656859943,0.8218390146891276,0.7217352787653605,0.3499704669503605,0.3499704669503605,0.0,0.4040658701868618,0.31802349406130176,0.3132023062024798,1091
82,50.0,1092,1091,0.07350638721670423,0.0729929950620447,0.0005133919850257891,0.8621927301088969,0.777205248673757,0.3424667751087862,0.3424667751087862,0.0,0.41657139097943024,0.3279670213951784,0.3132003835269383,1091
83,50.0,1092,1091,0.07349286952189037,0.07307828398687499,0.00041458569300760115,0.8375014464060465,0.7367572585741679,0.3352410705650554,0.3352410705650554,0.0,0.42811890034114614,0.33732612869318795,0.31334747076034547,1091
84,50.0,1092,1091,0.07215450672166689,0.07172245351331574,0.00043205306200044493,0.8385313947995504,0.7379191517829895,0.328477086389766,0.328477086389766,0.0,0.4384632601457484,0.34591177631826964,0.3133659635271345,1091
85,50.0,1092,1091,0.07319488887275968,0.07276969850063324,0.00042519038044182316,0.8478895425796509,0.7524561882019043,0.32187413029810963,0.32187413029810963,0.0,0.44751843284158144,0.3536359632716459,0.31333416359765187,1091
86,50.0,1092,1091,0.07401433512568474,0.07362692888293948,0.00038740618453760235,0.826779325803121,0.7268965840339661,0.3157927691936493,0.3157927691936493,0.0,0.4562806662391214,0.361273599021575,0.3133224010467529,1091
87,50.0,1092,1091,0.07140821165272168,0.0710247845521995,0.00038342719032828296,0.8700995643933614,0.7827985882759094,0.3102637564434725,0.3102637564434725,0.0,0.46381578725927014,0.36792197648216696,0.3133758732250759,1091
88,50.0,1092,1091,0.07265068005238261,0.07228469412241663,0.00036598582685525927,0.8454969724019369,0.7492408355077108,0.3048536479473114,0.3048536479473114,0.0,0.4720248334548053,0.3749427549979266,0.31331738403865267,1091
89,50.0,1092,1091,0.07193790610347475,0.07154846744877952,0.0003894388659058937,0.8555651108423868,0.759921928246816,0.29996485043974486,0.29996485043974486,0.0,0.47880588559543386,0.38102975663016825,0.3133111221449716,1091
90,50.0,1092,1091,0.07133735812136105,0.07090344546096665,0.0004339126587313201,0.8703008691469828,0.7823899785677592,0.2955035926664577,0.2955035926664577,0.0,0.48530372451333437,0.38713515155455647,0.3133373635155814,1091
91,50.0,1092,1091,0.07268998037491525,0.07236111068299839,0.0003288699205898281,0.7855404218037924,0.6958304444948832,0.2914783297216191,0.2914783297216191,0.0,0.4931686766007367,0.39370663902338815,0.31338240589414323,1091
92,50.0,1092,1091,0.07218398866908891,0.0718364373913833,0.0003475514623070402,0.8634703755378723,0.7712446649869283,0.28769670865115,0.28769670865115,0.0,0.5001480929991778,0.3996761458761552,0.3134098240307399,1091
93,50.0,1092,1091,0.07179905782852854,0.07144613840750286,0.0003529195590609951,0.8605578939119974,0.7736891309420267,0.28427168200997743,0.28427168200997743,0.0,0.506602357415592,0.40496426294831667,0.313393919808524,1091
94,50.0,1092,1091,0.07157953924366406,0.07123735813157898,0.0003421812235111637,0.7886637051900228,0.7050103743871053,0.28111874268335457,0.28111874268335457,0.0,0.5130785002427942,0.4104100045035867,0.313348206451961,1091
95,50.0,1092,1091,0.07172509346689497,0.0713946809726102,0.0003304123895109764,0.8491469025611877,0.7472586035728455,0.27819614024723277,0.27819614024723277,0.0,0.520343096817241,0.41627027182018056,0.31341288941247125,1091
96,50.0,1092,1091,0.07075093111821583,0.07044048277395112,0.0003104483126662672,0.8449180722236633,0.7394739588101705,0.2755122605492087,0.2755122605492087,0.0,0.5263585378141964,0.4209986749817343,0.31346821103777206,1091
97,50.0,1092,1091,0.07169628015586309,0.07135991422193391,0.00033636571939236353,0.8480064471562704,0.7545538345972697,0.27299241896937876,0.27299241896937876,0.0,0.5318989893969368,0.42564218535142784,0.31343229838779996,1091
98,50.0,1092,1091,0.07046765493495123,0.07011980350528445,0.00034785135316529447,0.8531754414240519,0.7627979715665182,0.27071213546921225,0.27071213546921225,0.0,0.5370323517743278,0.4295597742585575,0.31333799021584646,1091
99,50.0,1092,1091,0.07096440121531486,0.07071197320308004,0.0002524280621271048,0.8274096846580505,0.730379601319631,0.26862525676979737,0.26862525676979737,0.0,0.542581691461451,0.4340192780775182,0.31350419351032804,1091
100,50.0,1092,1091,0.0706605067210538,0.07041121561612401,0.00024929106501596316,0.8274549245834351,0.7350990374883016,0.26666413948816414,0.26666413948816414,0.0,0.5485471241614398,0.4385565098594217,0.31359496116638186,1091
