epoch,label_percent,labeled_samples,unlabeled_samples,loss,sup_loss,lv_loss,dice,iou,val_model_source,val_loss,val_sup_loss,val_lv_loss,val_dice,val_iou,val_dice_student,val_iou_student,val_dice_ema,val_iou_ema,train_pseudo_valid_ratio,epi_bank_size
74,50.0,2858,2858,0.078748017632299,0.07799677468008465,0.0007512429405728148,0.8973133365313212,0.8227129280567169,ema,0.2220703488863624,0.2220703488863624,0.0,0.815830967616501,0.7210071395543007,0.8027326909289484,0.7062390360738783,0.815830967616501,0.7210071395543007,0.3282003548410204,2847
75,50.0,2858,2858,0.07725075326032109,0.07650561167134179,0.0007451415178366006,0.8939821521441141,0.8208205997943878,ema,0.22282189612542105,0.22282189612542105,0.0,0.8157074891077714,0.7208826212385804,0.8080611203916428,0.7107609026577191,0.8157074891077714,0.7208826212385804,0.32824915316369796,2850
76,50.0,2858,2858,0.07683810699317191,0.07607848139272796,0.0007596256819346713,0.8991548220316569,0.8257149755954742,ema,0.2234948340143834,0.2234948340143834,0.0,0.815505192945519,0.7206946672302097,0.8065879880088955,0.7113248178640222,0.815505192945519,0.7206946672302097,0.3281922843721178,2852
77,50.0,2858,2858,0.07586969592505032,0.07514717947277758,0.0007225164794363081,0.908611794312795,0.8411070307095846,ema,0.22435444904174565,0.22435444904174565,0.0,0.8153498809682981,0.7205493201568796,0.8097709071978229,0.7135756860002928,0.8153498809682981,0.7205493201568796,0.32824417816268076,2854
78,50.0,2858,2858,0.07406106529136498,0.07332537244591449,0.0007356927678402927,0.90843465924263,0.8435782690842947,ema,0.2250855588533396,0.2250855588533396,0.0,0.8152887865827999,0.7204806074301958,0.804504988950979,0.7083890146104667,0.8152887865827999,0.7204806074301958,0.3284990515973833,2855
79,50.0,2858,2858,0.07286162773768107,0.07220740786029232,0.0006542199834560354,0.910351554552714,0.842977245648702,ema,0.22584243486860234,0.22584243486860234,0.0,0.8152500362226061,0.7204321499801833,0.810493584610183,0.7141048964960246,0.8152500362226061,0.7204321499801833,0.32857687407069736,2855
80,50.0,2858,2858,0.07199291206068463,0.07135990050931772,0.0006330116121615801,0.916502853234609,0.8518583675225576,ema,0.22668101454506895,0.22668101454506895,0.0,0.8151877384406023,0.7203266676111268,0.8108324258372531,0.7147268090655204,0.8151877384406023,0.7203266676111268,0.328490498330858,2855
81,50.0,2858,2858,0.07131688462363349,0.07068218431539006,0.000634700178893076,0.8980813026428223,0.8268843988577524,ema,0.22749389277378773,0.22749389277378773,0.0,0.8150735783610334,0.7201881626004352,0.8127293653468138,0.7163157080169155,0.8150735783610334,0.7201881626004352,0.32857134540875754,2857
82,50.0,2858,2858,0.07010594283541044,0.06948609294162857,0.0006198496337876552,0.9158927500247955,0.8516909678777059,ema,0.22839923668066214,0.22839923668066214,0.0,0.8148926599114154,0.7199620953216846,0.813198263741941,0.7163774040381002,0.8148926599114154,0.7199620953216846,0.32865408725208706,2858
83,50.0,2858,2858,0.06942742081979911,0.06885355586806934,0.0005738650565035641,0.9225505093733469,0.8617962996164957,ema,0.22928539392954825,0.22928539392954825,0.0,0.8147487519419718,0.7197637711896022,0.8058151796699988,0.7091623442918792,0.8147487519419718,0.7197637711896022,0.3287574178642697,2858
84,50.0,2858,2858,0.06893430811663469,0.06833651666012075,0.0005977914681554668,0.915236214796702,0.8504685958226522,ema,0.23022178295110804,0.23022178295110804,0.0,0.8146043525783226,0.7195721171467849,0.8123833797793859,0.7155418134469765,0.8146043525783226,0.7195721171467849,0.3288171801302168,2858
85,50.0,2858,2858,0.06791926879021856,0.06736134580439991,0.0005579230427328083,0.9125087261199951,0.8475943903128306,ema,0.2310888187358895,0.2310888187358895,0.0,0.8145011323077267,0.7193979459095868,0.8082457131818928,0.7119733736263112,0.8145011323077267,0.7193979459095868,0.3288287162780762,2858
86,50.0,2858,2858,0.06693231177826722,0.06640746610032187,0.0005248457503815492,0.9131257037321726,0.8463303943475088,ema,0.23207966009372594,0.23207966009372594,0.0,0.8142965435564643,0.7191263601194319,0.8090409457141323,0.7119913492443013,0.8142965435564643,0.7191263601194319,0.3289905263317956,2858
87,50.0,2858,2858,0.06689089818133248,0.06636828900211388,0.0005226093978207145,0.9286400278409322,0.8703908125559489,ema,0.23294253050863867,0.23294253050863867,0.0,0.8142360569381314,0.7189765786106892,0.8095462791480911,0.7120424812702636,0.8142360569381314,0.7189765786106892,0.32895782589912415,2858
88,50.0,2858,2858,0.06613710162540277,0.06561364096899827,0.0005234605891423093,0.9061199625333151,0.8380698760350546,ema,0.23377668419611713,0.23377668419611713,0.0,0.8141329745215249,0.7187881673692071,0.8137322155806966,0.7170266318855125,0.8141329745215249,0.7187881673692071,0.32891687088542515,2858
89,50.0,2858,2858,0.06625855937600136,0.06574810557067394,0.000510453541452686,0.9247276981671652,0.8665551443894705,ema,0.23451551681344038,0.23451551681344038,0.0,0.8141019019403184,0.7187038972462867,0.811945099568684,0.7151044785684435,0.8141019019403184,0.7187038972462867,0.3290616055329641,2858
90,50.0,2858,2858,0.06440172435508834,0.06394533374243312,0.0004563906113617122,0.9241646428902944,0.8643869757652283,ema,0.23530527278833074,0.23530527278833074,0.0,0.8139723888471295,0.7185160431351338,0.81130839069879,0.7146687163098697,0.8139723888471295,0.7185160431351338,0.32915757960743375,2858
91,50.0,2858,2858,0.06495272984935177,0.06449353227184879,0.00045919735631388096,0.9289662341276804,0.8718744615713755,ema,0.23612630991897357,0.23612630991897357,0.0,0.8138018306774889,0.718267618775618,0.8113564450145185,0.7145940027010033,0.8138018306774889,0.718267618775618,0.32900587320327757,2858
92,50.0,2858,2858,0.06458665703733762,0.06415989158882035,0.0004267653967771265,0.9205680886904398,0.8589200874169668,ema,0.23687162682507903,0.23687162682507903,0.0,0.8136374950826043,0.7180375373388521,0.810909805513079,0.7138039992354481,0.8136374950826043,0.7180375373388521,0.32918069892459445,2858
93,50.0,2858,2858,0.06410034981866677,0.06365138420628177,0.0004489659073038234,0.9212996164957682,0.8595465918382009,ema,0.23762634498744348,0.23762634498744348,0.0,0.8134702293083667,0.7178186586972631,0.8107678154033744,0.7141667918528269,0.8134702293083667,0.7178186586972631,0.32907016608450146,2858
94,50.0,2858,2858,0.06405498335758845,0.06362006457315551,0.0004349185910541564,0.9161249796549479,0.8513146539529165,ema,0.23836054226958392,0.23836054226958392,0.0,0.8133165112235815,0.717595228162823,0.8108953954958265,0.7139797214447325,0.8133165112235815,0.717595228162823,0.3291679812802209,2858
95,50.0,2858,2858,0.0639305519974894,0.0635116659104824,0.00041888622217811644,0.9259670972824097,0.8662423392136892,ema,0.23910074530363584,0.23910074530363584,0.0,0.8131865709707234,0.7173906825404638,0.8114235574670235,0.7145236083224906,0.8131865709707234,0.7173906825404638,0.32922766738467746,2858
96,50.0,2858,2858,0.06348297840191258,0.0630752596590254,0.00040771886835702594,0.9094933966795603,0.8421004116535187,ema,0.23977039490570298,0.23977039490570298,0.0,0.8131048375697633,0.7172451475185477,0.810696912737807,0.7137452399004915,0.8131048375697633,0.7172451475185477,0.32933621539009944,2858
97,50.0,2858,2858,0.06352005878256427,0.06312167474793064,0.00039838408378677233,0.9216402669747671,0.8615271151065826,ema,0.2404502904273314,0.2404502904273314,0.0,0.8129921665218345,0.7170631190627668,0.8112843995998588,0.7142162900274662,0.8129921665218345,0.7170631190627668,0.32935399413108823,2858
98,50.0,2858,2858,0.06236816843350728,0.06196258142590523,0.00040558697655797006,0.9276299873987833,0.8688167929649353,ema,0.24111871881198016,0.24111871881198016,0.0,0.812843942533764,0.7168533553436471,0.8108363193261031,0.7138709450535544,0.812843942533764,0.7168533553436471,0.32927344375186496,2858
99,50.0,2858,2858,0.06279208097192976,0.062378944580753645,0.00041313652052647537,0.917559027671814,0.8550440569718679,ema,0.24171958920044695,0.24171958920044695,0.0,0.812710302329881,0.7166521126695077,0.8109239790721571,0.7140724150929274,0.812710302329881,0.7166521126695077,0.329290599293179,2858
100,50.0,2858,2858,0.06375169534650114,0.06334963250491354,0.00040206283059281606,0.9317158857981364,0.8758022685845693,ema,0.24226663990025757,0.24226663990025757,0.0,0.8125845548821297,0.7164654080645866,0.8103380599081975,0.713444356029062,0.8125845548821297,0.7164654080645866,0.3293401877085368,2858
